What was in the box?	seme li lon poki?
I still haven't decided what I'm going to do.	mi awen sona ala e pali mi.
Her boyfriend looks like a monkey.	mije olin ona en soweli jan li sama tawa lukin.
Julia takes the mirror and holds it in front of her eyes.	jan Julija li luka jo e ilo lukin li awen e ona lon sinpin pi oko ona.
Excuse me, do you speak Italian?	o weka e ike mi. sina sona toki lon toki Italija anu seme?
He goes to university.	ona li tawa tomo sona sewi.
Six hundred thousand men were killed or wounded.	mije mute li moli anu pakala.
I only know that I know nothing.	mi sona e ni taso: mi sona e ala.
Sami was coloring.	jan Sami li kule e sitelen.
Tom speaks French better than his father does.	jan Ton li toki pi pona mute lon toki Kanse. mama ona li toki pi pona lili lon toki Kanse.
Let's speak in English.	mi mute o toki lon toki Inli.
Japan is a country where there are many mountains.	ma Nijon li ma pi nena mute.
Laurie's sick.	sijelo pi jan Loli li ike.
Forgive everyone, forget nothing.	o weka e ike pi jan ale. o weka e ijo ala.
I had to go home and change.	mi wile tawa tomo tan ni: mi wile ante e len mi.
If I had wanted it, I would've asked for it.	mi wile e ni la mi toki e wile mi. taso mi wile ala.
I went home in order to change my clothes.	mi tawa tomo tan ni: mi ante e len.
Can you help me, please?	pona sina la sina ken ala ken pana e pona tawa mi?
She isn't young.	ona li jo ala e tenpo sike lili.
You have everything you need.	sina jo e ali pi wile sina.
I met Jane the other day.	tenpo suno pini poka la mi kama lon jan Sen.
Are you still living with your parents?	sina awen lon ala lon tomo sama jan mama sina?
You didn't find it, did you?	sina alasa ala e ona anu seme?
I will not sleep, Hortensio, till I see her.	jan Kotensi o, mi lukin ala e ona, la mi lape ala.
Nobody can help us.	jan ala li ken pona e mi mute.
I sliced the ham.	mi kipisi e moku.
I never drink.	tenpo ala la mi moku e telo nasa.
Artists think creatively.	pilin pi jan musi li ken e ni: jan musi li pali e ijo sin.
What do we want for our party?	mi mute li wile e seme tawa musi kulupu pi mi mute?
I gave the house to you.	mi pana e tomo tawa sina.
I want the same.	mi wile e sama.
Learn something new every day.	tenpo suno ali la o kama sona e ijo sin.
Would you like to say something?	sina wile toki e ijo anu seme?
Why can't you accept me for who I am?	ken la mi ike tawa sina. taso mi wile ala ante.
Combine the rice with the egg and soy sauce.	o wan e pan en sike waso en telo Sojo.
You are good to my feelings.	sina pona tawa pilin mi.
Only those who have not experienced violence like violence.	utala li suwi tawa jan ni taso: ona li sona ala e utala.
Tom washed the blood off his hands.	jan Ton li telo e telo loje sijelo tan luka sina.
Can your mother drive a car?	mama meli sina li ken ala ken lawa e tomo tawa?
Everyone that I know can speak French.	mi kama sona e jan mute. ona ale ni li ken toki kepeken toki Kanse.
If one has the right to live, then one should also have the right to die. If not, then living is not a right, but an obligation.	nasin lawa la jan li ken lon la ona o ken moli kin. ni li lon ala la lon ona li kama ken ala li kama wile pi jan ante.
Smoke weed every day.	tenpo suno ali la o kepeken e kasi sona.
I'm a Japanese teacher.	mi pana e sona pi toki Nijon.
But people can do this.	taso jan li ken pali e ni.
Are you Brazilian?	sina jan pi ma Pasila anu seme?
Everything's changing.	tenpo ni la ali li kama ante.
I can speak French, but only a little bit.	mi ken toki Kanse, taso lili taso.
Oliver likes to play with Lego blocks.	jan Oliwe la musi pi leko Leko li pona.
In what year were you born?	sike suno seme la sina kama lon?
Sami felt a lot of pain.	jan Sani li pilin ike mute.
My hands are dirty.	luka mi li jaki.
Let's spend the day in the park.	mi mute o tawa o awen lon ma kasi lon tenpo suno ni.
He is still sleeping.	ona li awen lape.
Tom was Mary's best friend in high school.	jan Ton li jan pi pona ali tawa jan Mewi lon tomo pi kama sona.
I thought Tom didn't have a car.	mi pilin e ni: jan Ton li jo ala e tomo tawa.
Sami was sweeping.	jan Sami li weka e jaki.
Tom is helping me do that as well.	sama ni la jan Ton li pana e pona tawa mi lon poka ni: mi pali e ni.
How much for a baguette?	pan li mani seme?
You have to use tools.	sina o kepeken ilo.
George married my sister.	jan Sowe en meli sama mi li kama wan.
What country are you from?	sina tan ma seme?
Her cellphone rang during class.	ilo toki ona li kama kalama lon tomo sona.
God is dead.	sewi li moli.
Tom's parents are teachers.	mama pi jan Ton li jan pi pana sona.
We have to tell Tom.	mi wile toki tawa jan Ton.
Marie bought several breads.	jan Mewi li esun e pan mute.
Are you going to need the paper bag, sir?	mije o, sina wile ala wile e poki lipu?
Are you seeing what I'm seeing?	sina kin li lukin sama mi e ni?
She said she's entirely self-taught.	ona li toki e ni: ona li pana e sona ale tawa ona.
Did Tom enjoy it?	ona li pona ala pona tawa jan Ton?
Why are you peeling the apple?	sina weka e selo kili tan seme?
Where do you buy bread?	sina esun e pan lon seme?
I enjoy listening to Russian speech.	mi kute e toki Losi. ni li pona tawa mi.
Tom and Mary are crazy, aren't they?	jan Ton en jan Mewi li nasa anu seme?
He is not as handsome as Tom.	ona li pona lukin lili. jan Ton li pona lukin mute.
The child next door has to attend three different extra classes every month.	jan lili pi tomo poka li wile lon tenpo sona tu wan sin lon sike mun ale.
Put on the hat.	o kepeken e len lawa.
Do what Tom says.	jan Ton li toki e wile ona la o pali e ona.
My elbow hurts.	meso luka mi li pilin pakala.
Tom's younger brother is dating Mary's older sister.	jan sama lili pi jan Ton li olin e jan sama suli pi jan Mewi.
No one believed me.	jan ala li pilin e ni: mi toki lon.
Mt. Aso is an active volcano.	nena Aso li pana e kon moli e ko seli.
You are inferior to me.	mi suli. sina lili.
Father is coming home tomorrow.	mama li kama lon tomo lon tenpo suno kama.
I've got no choice.	mi ken ala pali ante.
Do they have any idea what happened?	sina sona lili e ni: seme li kama, anu seme?
There are many languages in the world.	ma la toki mute li lon.
Write your name in capitals.	o sitelen e nimi sina kepeken wan nimi suli.
Good dog!	soweli pona a!
Who knows the answer to this question?	jan seme li sona e toki sin tawa wile sona ni?
You may kiss the bride.	sina ken uta e meli olin sin.
This bridge was built two years ago.	jan li pali e nasin ni pi noka suli lon sike suno pi pini tu.
Don't think that I don't want to do that.	o pilin ala e ni: mi wile ala pali e ni.
I know that I didn't do that.	mi sona e ni: mi pali ala e ni.
You can't travel the earth.	sina ken ala tawa ma ale.
I lost my watch.	mi kama ala lukin e ilo tenpo mi.
He listened to my opinion.	ona li kute e pilin mi.
Tom has no empathy.	jan Ton li ken ala pilin e pilin pi jan ante.
When you hurt others, you also hurt yourself.	sina pakala e jan la, sina pakala kin e sina.
You can't ignore him.	sina ken ala weka e ona.
The city was beautiful before the war.	ma tomo li pona lukin lon kama pi tenpo utala.
Two people were killed in a traffic accident.	jan tu li kama moli tan pakala suli lon nasin pi ilo tawa.
The rabbit's ear is bleeding.	kute pi soweli kute li pana e telo loje.
He used to tell me stories about India.	tenpo mute pini la ona li toki e toki pi ma Palata tawa mi.
The name Cleopatra has become a byword for a beautiful woman.	"meli mute pi pona lukin li kama jo e nimi poka ""Lejopata""."
Actually, I'm not sure whether I can come or not.	mi ken kama anu seme? a, mi sona ala.
There is a pizza on the table.	pan sike li lon supa.
Come here, John.	o kama lon ni, jan San o.
No one is in the room.	jan ala li lon tomo.
Which house is his?	tomo ona li seme?
I don't study math as hard as English.	mi kama sona mute e toki Inli. mi kama sona lili e sona nanpa.
You'll regret this.	sina pilin ike tan ni lon tenpo kama.
He's in between life and death.	ona li moli li moli ala.
He lives as if he were a millionaire.	ona li sama jan pi mani mute.
Tom is a man, and I'm a woman.	jan Ton li mije. mi meli.
We have played at this beach.	mi mute li musi lon poka telo ni.
Did you follow him as we said?	sina tawa lon monsi ona anu seme? pali sina li sama ala sama toki mi?
Life without you is meaningless.	sina lon ala la mi wile ala lon.
Yanni plays well.	jan Jani li musi pona.
He has one dog and six cats.	ona li jo e soweli tomo wan e soweli suwi luka wan.
I wonder when a caveman said something like this.	mi wile sona e ni: jan pi tomo kiwen li toki e ijo sama pi toki ni lon seme?
You've made no allowance for the fact that he is young.	sina pilin ala e ni: ona li jan lili.
Do you want to make a deal?	sina wile esun anu seme?
We'll follow suit.	mi pali e ni sama.
The fire destroyed three houses.	seli li pakala e tomo tu wan.
It made Tom sad.	jan Ton li pilin ike tan ni.
I never want to see you again.	mi wile ala lukin sin e sina.
Mary cannot have children.	jan Mali li ken ala jo e jan lili.
My brother likes horror movies.	sitelen tawa akesi li pona tawa jan sama mi.
I didn't fall in love with her right away.	olin mi tawa ona li open ala lon tenpo lili.
Leaves go brown in autumn.	lipu kasi li kama jelo loje lon tenpo pi lete lili.
I realize you don't really want to be here.	mi kama sona e ni: lon la sina wile ala lon ni.
He drove a nail into the board.	ona li pana e palisa kiwen lon insa pi supa pi kiwen kasi.
This isn't your hat, is it?	ni li len lawa sina anu seme?
Autumn is here.	tenpo pi lete lili li lon.
The grammar of Esperanto is very easy.	nasin nimi pi toki Epelanto li pona mute.
She jumped in a cab and went home.	tenpo lili la ona li tawa tomo tawa pi esun mani li tawa tomo.
I don't think that's love.	mi pilin e ni: ni li olin ala.
I have already packed my things.	mi pana e ijo mi lon poki.
This pencil is red.	ilo ni pi sitelen toki li loje.
Avoid crossing this street when it is raining.	telo li tawa tan sewi la o tawa ala lon nasin ni.
I love my parents.	mi olin e mama mi.
I am of two minds about which to choose.	mi sona ala e ni: mi wile jo e seme?
Tom loved her a lot.	jan Ton li olin mute e ona meli.
Our bones are white.	palisa pi sijelo mi li walo.
Women change the world.	meli li ante e ma ali.
Sami can't explain it.	jan Sami li ken ala toki pona e ona.
Many years have passed since he fell from the tower.	open pi sike suno pini mute la ona li kama anpa tan tomo palisa.
When I opened the door of the refrigerator, an apple fell out.	mi open e lupa pi poki lete la, kili loje li kama anpa.
Bananas are delicious.	kili palisa jelo li pona mute tawa uta.
The dog wants meat.	soweli li wile e soweli.
If you can hear me, squeeze my hand.	sina ken kute e mi la o utala lili e luka mi.
You're wounded.	sina pakala.
Tom speaks French and English.	jan Ton li toki Kanse li toki Inli.
When I'm with you I feel invincible.	mi poka sina la mi pilin e ni: jan ala li ken anpa e mi.
You have to follow the rules.	sina wile pali lon nasin.
My wallet and passport are missing.	ilo mi pi awen mani en lipu mi pi jan tawa li weka.
Tom will be mad when he finds out what I've done.	jan Ton li kama sona e pali mi la ona li pilin utala.
Do you like this food?	moku ni li pona ala pona tawa sina?
You better buy that book.	sina o kama jo e lipu ni lon esun.
We started to walk.	mi mute li open tawa.
I need to know by tomorrow.	tenpo suno kama la mi wile sona.
Tom is studying to be a minister.	jan Ton li kama sona tan ni: ona li wile kama jan pi nasin sewi.
She's going to the top of the rock.	ona li tawa sewi kiwen.
You tried.	sina alasa pali.
Tom wondered why his wife left him.	jan Ton li wile sona e ni: tan seme la meli ona li weka e ona?
Thus spoke Zarathustra.	jan Salatusa li toki e ni.
Tom was afraid of the dog at the gate, so he didn't enter.	jan Ton li monsuta e soweli lon open, la ona tawa ala.
I took the book.	mi kama jo e lipu sona.
Ziri said that and stormed off.	jan Sili li toki e ni, li tawa weka.
Do you like to stay alone?	sina awen wan taso la ni li pona tawa sina anu seme?
Tom is the only person who can show you how to do that.	jan Ton taso li ken pana e sona ni tawa sina.
For how many days?	kepeken tenpo suno pi mute seme?
The man wearing the blue jacket is Tom.	mije pi len laso li jan Ton.
People overcomplicate things.	jan li ike e ali.
Do you see that woman? She's my wife.	sina lukin ala lukin e meli ni? ona li meli olin mi.
I heard an awful crash.	mi kute e kalama pakala ike.
Set me free!	o ken e ni: mi tawa!
Food is good.	moku li pona.
But for language, there would be no thought.	toki li lon ala la, pilin li lon ala kin.
I'm richer than you.	mi jo e mani mute. sina jo e mani lili.
Which is larger, the sun or the earth?	suno anu ma li suli mute?
Have you ever seen a purple butterfly?	sina lukin ala lukin e pipi pi laso loje?
Did Tom say he would help Mary?	jan Ton li toki e ni anu seme: ona li pana e pona tawa jan Mewi?
I'll eat the apple.	mi moku e kili.
That's my bike.	ni li ilo tawa mi pi sike tu.
I found the bed quite comfortable.	supa lape li pona pilin tawa mi.
How can you hear him?	nasin seme la sina ken kute e ona?
Jews are a nation.	jan Juta li kulupu.
Tom knew Mary was a Canadian.	jan Ton li sona e ni: jan Mewi li jan pi ma Kanata.
Isn't that sweet?	ni li suwi ala anu seme?
Stephan is German. German is his mother tongue. He knows perfectly other languages, such as Italian, Esperanto and Toki Pona.	jan Tepan li jan Tosi. toki Tosi li toki mama ona. ona li ken kepeken kin pi pona ali e toki Italija e toki Epelanto e toki pona.
The dog is white.	soweli tomo li walo.
As time went on, the sky grew darker and darker.	tenpo li awen kama suli la, sewi li kama pimeja.
I think Tom hates the way I sing.	mi pilin e ni: nasin pi kalama musi mi li ike tawa jan Ton.
Tom wants a job.	jan Ton li wile e pali.
People always say I'm very friendly.	jan li toki ni: mi pona.
I was enjoying it.	ona li kama musi e mi.
I'm looking for a place to live.	mi wile kama jo e tomo.
Mary pulled out a pistol and shot Tom.	jan Malija li moli e jan Ton kepeken ilo utala.
No one knows her name.	jan ala li sona e nimi ona.
How is Tom coming to Boston?	jan Ton li kama ma tomo Poson kepeken nasin seme?
Tom works.	jan Ton li pali.
Few children were in the room.	jan lili pi mute lili li lon tomo.
I miss you.	weka sina li ike tawa mi.
The ground is covered with snow.	ko lete li lon ma.
I wish you happiness.	mi wile e ni: sina pilin pona.
My favorite pastime is strolling along the shore.	musi nanpa wan li ni tawa mi: mi tawa lon poka pi telo suli.
Settle down!	o kalama ala!
I'm not washing my hair.	mi telo ala e linja lawa mi.
Butterflies of this species are now extinct.	tenpo ni la pipi waso pi kulupu ni li lon ala.
They will talk to us tomorrow morning.	open pi tenpo suno kama la ona li toki tawa mi mute.
I'm living in a town.	mi jo e tomo lon ma tomo.
We left together.	mi tawa weka lon kulupu.
Thinking hurts.	toki insa li pana e pilin ike.
What's the title of your new book?	lipu sina sin li jo e nimi seme?
Tom and Mary moved to Australia last year.	jan Ton en jan Mewi li tawa ma Oselija lon tenpo sike pini.
Sex is important to me.	unpa li suli tawa mi.
Which is longer, this pen or that one?	ilo sitelen ni anu ni li suli mute?
He does that very well.	ona li pali pi pona suli e ni.
She is rich, but he is twice as rich.	ona meli li jo e mani mute. taso ona mije li jo e mani mute mute.
Let life be as beautiful as summer flowers. And death as beautiful as autumn leaves.	lon jan o pona sama kasi kule lon tenpo seli. moli o pona sama kasi lon pini pi tenpo seli.
He moved from place to place.	ona li tawa ma tan ma ante.
The theater is on the other bank of the river.	tomo musi li lon poka ante pi nasin telo.
I love the Fatherland.	mi olin e ma mama mi.
Tom and Mary said that they couldn't help us today.	jan Ton en jan Mewi li toki e ni: tenpo suno ni la, ona li ken ala pona e mi.
He is Moroccan.	ona li kama tan ma Malipe.
Tom arranged everything.	jan Ton li nasin e ijo ale.
They should shut up!	ken ni li pona tawa mi: ona li awen ala toki a!
I'd help if you wanted me to.	sina wile la mi pana e pali.
I knew that Tom was from Australia.	mi sona ni: jan Ton li tan e ma Oselija.
We must wear a helmet when we are on a motorcycle.	mi lon ilo wawa pi sike tu la, mi o kepeken e ilo awen lawa.
May I use your toilet?	mi ken kepeken tomo telo sina anu seme?
Keep it.	o awen e ona.
The museum is around the corner.	tomo musi pi tenpo pini li lon sike lili pi nasin tu.
She's due soon.	ona li kama lon tenpo lili.
I do all of my reading on my phone.	mi lukin e sitelen lipu kepeken ilo toki taso.
He needed her.	ona mije li wile e ona meli.
It's muted.	kute li weka.
Hello, what's your name?	toki! nimi sina li seme?
Please!	o!
I want to know how you feel about this.	sina pilin e seme ona? mi wile sona e ni.
That's just a rumor.	ona li toki taso.
There's nothing we can do about it.	mi ken ala pona e ni.
I speak English, Esperanto, French and Japanese.	mi toki lon toki Inli, lon toki Epelanto, lon toki Kanse, lon toki Nijon.
When does life begin?	lon li open lon tenpo seme?
The doctor advised him to cut back on drinking.	jan pi pona sijelo li toki e ni tawa ona: o moku ala e telo nasa.
Tom has worked for us for three years.	jan Ton li pali tawa mi mute lon tenpo sike tu wan.
She died.	ona li kama moli.
I don't know how she found out.	meli li sona e ni kepeken nasin seme?
She was on the verge of killing herself.	ona li poka ni: ona li moli sama.
It rains there.	telo li kama tan sewi lon ni.
What do I need to do now?	tenpo ni la mi wile pali e seme?
Tom is in constant pain.	jan Ton li pilin ike mute lon tenpo ali.
It's partly your fault.	lili la ni li tan sina.
I don't want to stop working.	mi wile ala pini pali.
The statue was damaged.	kiwen musi li pakala.
Those who want to stay can stay.	jan li wile awen, la ona li ken awen.
But, because he was dressed in the Turkish way, the astronomers did not believe he was telling the truth.	taso ona li jo e len pi ma Tuki. tan ni la jan pi sona mun li pilin ala e ni: ona li toki lon.
This man loves my sister.	mije ni li olin e meli sama mi.
I saw a boy with colourful shoes.	mi lukin e mije lili pi len noka kule.
I work at home.	mi pali lon tomo mi.
God is great.	jan sewi li suli.
Have things changed since then?	ijo li kama ante tan tenpo ni anu seme?
Shut up and listen!	o toki ala o kute!
Which of those houses do you live in?	tomo ni la sina lon tomo seme?
How does hail form?	nasin seme la lete kiwen pi kon sewi li kama lon?
He finds strength in his religion.	mije ni li kama jo e wawa tan nasin sewi ona.
Tom is still out of the town.	jan Ton li awen lon weka pi ma tomo.
Tom doesn't know the reason, but he does know that there is a reason.	jan Ton li sona ala e tan, taso ona li sona e ni: tan li lon.
Tom lost his hearing aid.	jan Ton li weka e ilo kute.
Sami is a very dear friend of mine.	jan Sami li jan pona mute tawa mi.
I kind of hope it doesn't rain.	mi wile e ni: telo sewi li kama ala.
I am the language lover.	mi jan olin toki.
You're on the wrong track.	nasin sina li ike.
Do you understand the mission?	mi wile e ni: sina pali e ijo. sina sona ala sona e ona?
Dear brothers and sisters!	jan sama mi olin o!
The young woman, after running up the stairs, opened the door of the house.	jan lili li tawa wawa tawa sewi pi supa noka li open e lupa tomo.
Why did Tom buy it?	jan Ton li alasa esun e ona. tan li seme?
She's in Boston.	ona li lon ma tomo Pasen.
She is wearing her green swimsuit with the hole around the navel.	ona li jo e len laso ona ni pi tawa telo: lupa li lon ona la ona li len ala e lupa pi sinpin sijelo.
I love the sound of her name.	kalama pi nimi ona li pona mute tawa mi.
He burst into tears.	ona li pana wawa e telo oko.
My first teacher was called Iracema. Iracema is also the name of one of my sisters.	meli mi pi pana sona nanpa wan li jo e nimi Ilasema. ni li nimi pi meli sama mi kin.
I should tell Jamal what I heard.	mi o toki e ijo pi kute mi tawa jan Sama.
Tom says you don't want to go to Boston with us.	jan Ton li toki e ni: sina wile ala tawa ma tomo Pasen lon poka mi.
I read this book in two days.	mi lukin e lipu sitelen ni lon tenpo suno tu.
She did it a few times.	tenpo pi mute lili la ona li pali e ni.
Tom speaks French with his mother and English with his father. If all three of them are speaking together, they speak French.	jan Ton li toki lon toki Kanse tawa mama meli ona, li toki lon toki Inli tawa mama mije ona. ona ali li toki la, ona ali li toki lon toki Kanse.
Esperanto is great.	toki Epelanto li pona a.
I find out what the world needs. Then, I go ahead and invent it.	wan la, mi kama sona e ilo wile. tu la, mi pali e ilo ni.
Go back to your seat.	o tawa supa monsi sina.
Not all Kabyles are Muslims.	jan ale ala pi kulupu Ipalijen li jan pi nasin sewi Isan.
Who gave you that shirt?	jan seme li pana e len ni tawa sina?
I'm from Turkey.	mi kama tan ma Tuki.
Is there a theater in your town?	tomo musi li lon ma tomo sina anu seme?
He cooked the salmon.	ona li seli e moku.
I am learning Vietnamese.	mi kama sona e toki Wije.
Sami was stealing things.	jan Sami li lanpan e ijo.
There's no place like home.	ma sama tomo mi li lon ala.
Tom lived in Boston when he was a kid.	jan Ton li awen lon ma tomo Pasen lon tenpo pini ni: ona li jan lili.
Can you think of anyone who would've wanted to kill Tom?	sina sona ala sona e jan ni: ona li wile moli e jan Ton?
Tom likes to read.	lukin e lipu li pona tawa jan Ton.
He is very ill.	ona li ike mute sijelo.
Tom carried our suitcases to our room.	jan Ton li tawa e poki mi tawa tomo mi.
We need additional staff.	mi mute li wile e jan pali kin.
They kept their eyes closed.	oko ona li awen open ala.
The capital is in the south.	ma tomo lawa li lon poka pilin pi nasin suno.
Tom never goes out in his canoe alone.	tenpo ale la jan Ton li tawa lon ilo tawa telo ona poka jan ante.
Positive feelings grant good health.	pilin pona li pana e sijelo pona.
These shoes belong to him.	ona li jo e len noka ni.
I don't know why my stomach hurts.	insa mi li pilin ike. taso mi sona ala e tan.
We will start soon.	mi open lon open pi tenpo lili.
I hate Australia.	ma Oselija li ike tawa mi.
This word is also French in origin.	sin la nimi ni li kama tan ma Kanse.
Tom says he is rich.	"jan Ton li toki e ni: ""mi jo e mani mute""."
He dresses himself well.	ona li kepeken len pona.
Now, it's time to celebrate.	tenpo ni la mi mute li wile musi.
Do you see that star?	sina lukin ala lukin e mun lili ni?
You're so evil!	sina ike mute!
That Linus once reproached Hercules for not being studious; then, in a rage, the boy suddenly took up the lyre and struck with all his might the head of the unfortunate teacher, who, prostrated by the blow, soon after died. And no one after that wanted to take charge of such an office.	tenpo wan la soweli tawa Lino li toki ike tawa jan Ekule tan ni: ona li wile ala kama sona. pilin utala la kepeken ilo musi la jan lili li pakala wawa e lawa pi jan Lino. ona li kama anpa li moli. tan ni la jan ala li wile pana e sona tawa jan Ekule.
I ate Japanese food for the first time.	mi moku e moku Nijon lon tenpo nanpa wan.
Tomorrow, we're going.	tenpo suno kama la mi mute li tawa.
Do you know that song?	sina sona ala sona e kalama musi ni?
Tom just wanted some sleep.	jan Ton li wile e lape taso.
Why don't we start at the beginning?	mi mute li open lon open ala tan seme?
Fortunately, I cut the red wire instead of the green wire.	pona la mi kipisi e linja loje e linja laso ala.
Don't forget your umbrella.	o weka ala e ilo awen sina pi telo sewi.
I'm going to die tonight.	mi moli lon tenpo pimeja ni.
Tom didn't know Mary was at the club.	jan Ton li sona ala e ni: jan Malija li lon tomo kulupu.
What's Tom's girlfriend's name?	meli olin pi jan Ton li jo e nimi seme?
I love Toki Pona.	toki pona li pona mute tawa mi.
It's yours.	sina jo e ona.
French is a very beautiful language.	toki Kanse li pona kute kin.
What music do you like?	kalama musi seme li pona tawa sina?
I gave a book to Tom.	mi pana e lipu tawa jan Ton.
Your armpits reek.	anpa luka tu sina li pana e kon jaki.
The cow does not eat meat.	soweli mani li moku ala e sijelo soweli.
Maybe Tom doesn't know Mary has to do that.	ken la jan Ton li sona ala e ni: jan Mewi li wile pali e ni.
I eat little meat.	lili la mi moku e soweli.
How are you? Are your previous movements alright?	sina pilin seme? tawa sina pi tenpo pini li pona ala pona?
I've never gone to Australia.	tenpo ala la mi tawa ma Oselija.
He ignored our warnings.	ona li kute ala e toki mi pi ike ken.
I'm the guy who gave Tom that hat.	mi kin li pana e len lawa ni tawa jan Ton.
Tokyo is bigger than any other Japanese city.	ma tomo Tokijo li suli nanpa wan lon ma Nijon.
Fuck off!	o kama pakala!
Haters gonna hate.	tenpo ali la jan li ike tawa jan ike.
I have a black dog and a white dog.	mi jo e soweli tomo pimeja e soweli tomo walo.
You are important.	sina suli.
Please tell Mary that I'll do that for her.	o toki e ni tawa jan Mewi: mi pali e ni tawa ona.
Tom's vehicle is dirty.	ilo tawa pi jan Ton li jaki.
Who closed the door?	jan seme li pini e lupa tomo?
Tom is good to many women.	jan Ton li pona tawa meli mute.
I think Tom was speaking French.	mi pilin e ni: jan Ton li toki lon toki Kanse.
Who has my wallet?	jan seme li jo e poki mani mi?
Man is mortal.	jan li moli.
Our country has no future.	ma pi mi mute li jo ala e tenpo kama.
Your car is really girly.	tomo tawa sina li sama ijo meli a.
I feel sick. What should I do?	mi pilin ike. mi o pali e seme?
Play with the cats.	o musi kepeken soweli mute.
I want to watch.	mi wile lukin.
You could pass for a teenager if you wore a T-shirt.	sina kepeken len lili la sina ken sama jan sin.
The captain of the ship is eating.	jan lawa pi tomo tawa telo li moku.
If anybody was ever wise, Cato was.	jan sona li lon la ona li jan Kato.
I expected better from you.	mi wile e ijo sin tan sina.
I understand the reason.	mi kama sona e wile.
I almost never cry.	tenpo pi ala lili la mi pana e telo lukin.
We need to rest.	mi mute li wile lape.
I picked these flowers myself.	mi sama li kama jo e kasi kule ni.
Tom is working.	jan Ton li pali.
Are humans mortal?	jan li moli ala moli?
Every man should learn how to cook.	mije ali li wile sona e pali moku.
You are tired.	sina wile lape.
I walk in the morning.	mi tawa lon open pi tenpo suno.
Did you make this?	sina pali ala pali e ni?
I'm different.	mi ante.
She talks a lot.	ona li toki mute.
I don't want to go.	mi wile ala tawa.
Do your best in anything you do.	sina pali, la o lukin pali pi pona ale sina.
I cannot forget you.	mi ken ala e ni: mi weka e sina tan lawa mi.
Where is he?	ona li lon seme?
Obviously.	jan ale li ken lukin e ni.
Tom preferred to be loved rather than to be feared.	jan Ton li wile e ni: jan li olin e ona li pilin ala monsuta tawa ona.
It rained this afternoon.	telo li kama lon sinpin pi tenpo pimeja ni.
I've been told that you're a very good French speaker.	jan li toki e ni tawa mi: sina toki pona kepeken toki Kanse.
Can you see?	sina ken lukin anu seme?
What you said made me mad.	toki sina li pana e wile utala tawa pilin mi.
Let's wait for Tom and the others to return.	mi o awen lon tenpo insa pi weka ni: jan Ton en jan ante ale li kama sin.
I, too, wanted to ask that the whole time.	tenpo ale la mi wile sona e ni kin.
In Australia, they speak English.	ma Oselija la jan li toki lon toki Inli.
I saw many things by being there.	mi lon ni. mi lukin e ijo mute.
The apples are delicious.	kili li pona tawa uta.
Do you see the black smoke over there?	sina lukin e kon seli pimeja lon ni anu seme?
My fathers are dead.	mama mi li moli.
What do you have in your hand?	sina jo e seme lon luka sina?
Come to us tomorrow!	o kama tawa mi mute lon tenpo suno kama a!
The water isn't cold.	telo li lete ala.
Tom very often takes a nap for an hour after lunch.	tenpo mute la jan Ton li pini moku la ona li lape lili.
We'll follow suit.	mi tawa lon nasin sama.
What do you learn French for?	tan seme la sina kama sona toki Kanse?
Tom is her ex-husband.	jan Ton li jan olin ona pi tenpo pini.
That's a lot of translations.	ni li sitelen mute pi toki ante.
Where's Tom now?	tenpo ni la jan Ton li lon seme?
This castle was made into a museum.	jan li ante e tomo lawa ni. tenpo ni la ona li tomo pi tenpo pini.
This man wants to fight.	jan ni li wile utala.
His constant insults aroused my anger.	toki utala awen ona li pana e wile utala tawa pilin mi.
Many young people will work at the local hotels in the summer.	tenpo seli la jan sin mute li pali lon tomo awen pi ma ni.
Rabbits breed quickly.	soweli lili li kama mute kepeken tenpo lili.
You did what to it?	sina seme e ona?
These are the rules.	ni li nasin.
He isn't lost.	ona li awen a sona e ni: ona li lon seme.
That's plausible.	ni li ken.
The train will be here soon.	tomo tawa linja li kama lon tenpo lili.
Have you already eaten?	pini la sina moku anu seme?
She closed her eyes.	ona li pini e lukin.
Judy is a very intelligent student.	jan Susi li jan pi kama sona, li jo e lawa pi wawa mute.
Shawiya is a Berber language.	toki Tasawi li toki Tamasi.
It wasn't me who wrote this sentence.	Mi sitelen ala e linja nimi ni.
Fuck off!	o weka a!
Stay with me, ladies and gentlemen.	meli en mije o awen poka mi.
Take care.	o pona.
My dog loves to pee on car tires.	soweli mi li pana e telo jelo lon sike pi tomo tawa. ni li pona mute tawa ona.
Living a busy life, he usually doesn't see his family.	ona li pali mute li lukin lili e kulupu mama ona.
You guys stink.	kon sina li ike.
Do you know Tom's surname?	sina sona e nimi pi kulupu mama pi jan Ton anu seme?
One learns by experience.	pali li pana e sona.
I would like to know how to write more phrases about chess in Toki Pona.	mi wile sona sitelen e linja nimi mute pi musi ni lon toki pona. ni li musi pi jan lawa ma.
I am a man.	mi mije.
She felt sick.	meli li pilin ike.
Computers can communicate with each other via the Internet.	ilo sona mute li ken toki tawa ilo sona ante kepeken linluwi.
All civilized countries are against war.	ma sona ali li wile ala e utala.
It's our destiny.	ni li pini pi mi mute.
Lithuanian is a good language.	toki Lijatuwa li toki pona.
Let me go home.	o ken e ni: mi tawa tomo mi.
He is quick to learn.	tenpo lili la ona li kama sona.
Can you explain the way to me?	o toki e nasin tawa mi!
My lip split.	selo pi uta mi li kama tu.
